transaction_id,account_id,transaction_type,channel,merchant_category,description,currency_code,transaction_date,transaction_amount,post_date
H000000257,A00000097,INT,ACH,5541,INT BRANCH REF835590,USD,2023-11-03,228.15,2023-11-03
H000000258,A00000097,CHG,WIRE,4900,CHG ACH REF972886,USD,2023-11-03,3,2023-11-03
H000000259,A00000099,PMT,BRANCH,5912,PMT ACH REF595000,USD,2023-11-03,351.05,2023-11-04
H000000260,A00000099,FEE,BRANCH,0000,FEE ACH REF604660,USD,2023-11-03,35,2023-11-03
H000000261,A00000099,PMT,BRANCH,0000,PMT BRANCH REF719979,USD,2023-11-03,572.22,2023-11-03
H000000262,A00000102,REV,ONLINE,5912,REV WIRE REF761148,USD,2023-11-03,70.22,2023-11-03
H000000263,A00000108,INT,ONLINE,7011,INT ONLINE REF110385,USD,2023-11-03,11.38,2023-11-03
H000000264,A00000108,CHG,MOBILE,5411,CHG BRANCH REF516116,USD,2023-11-03,3,2023-11-03
H000000265,A00000108,PMT,WIRE,7011,PMT BRANCH REF782063,USD,2023-11-03,993.59,2023-11-03
H000000266,A00000110,FEE,ATM,4900,FEE ONLINE REF135371,USD,2023-11-03,35,2023-11-03
H000000267,A00000111,CHG,MOBILE,5812,CHG ACH REF363569,USD,2023-11-03,35,2023-11-03
H000000268,A00000111,FEE,POS,5541,FEE ATM REF423594,USD,2023-11-03,3,2023-11-03
H000000269,A00000114,TRF,BRANCH,5812,TRF BRANCH REF449096,USD,2023-11-03,100.08,2023-11-03
H000000270,A00000118,REV,POS,6011,REV ATM REF184944,USD,2023-11-03,162.03,2023-11-03
H000000271,A00000121,FEE,ATM,5812,FEE WIRE REF594032,USD,2023-11-03,12,2023-11-04
H000000272,A00000125,WDR,BRANCH,6011,WDR ACH REF240235,USD,2023-11-03,101.33,2023-11-04
H000000273,A00000134,PMT,POS,7011,PMT ONLINE REF127147,USD,2023-11-03,813.05,2023-11-03
H000000274,A00000135,PMT,WIRE,5541,PMT ACH REF717744,USD,2023-11-03,19.15,2023-11-03
H000000275,A00000136,DEP,ONLINE,5541,DEP ACH REF943545,USD,2023-11-03,5.97,2023-11-03
H000000276,A00000136,WDR,ACH,5411,WDR ATM REF938403,USD,2023-11-03,85.78,2023-11-03
H000000277,A00000139,INT,ACH,0000,INT WIRE REF957403,USD,2023-11-03,144.94,2023-11-03
H000000278,A00000141,INT,ACH,4900,INT BRANCH REF689624,USD,2023-11-03,169.56,2023-11-03
H000000279,A00000142,FEE,BRANCH,7011,FEE WIRE REF538649,USD,2023-11-03,25,2023-11-03
H000000280,A00000142,INT,WIRE,6011,INT MOBILE REF416116,USD,2023-11-03,19.31,2023-11-03
H000000281,A00000142,DEP,ONLINE,5812,DEP WIRE REF527829,USD,2023-11-03,44.66,2023-11-03
H000000282,A00000144,ADJ,ACH,6011,ADJ ATM REF459823,USD,2023-11-03,-32.29,2023-11-03
H000000283,A00000152,DEP,WIRE,5411,DEP ACH REF628792,USD,2023-11-03,9.77,2023-11-04
H000000284,A00000154,WDR,ATM,4900,WDR ONLINE REF391792,USD,2023-11-03,130.46,2023-11-04
H000000285,A00000154,DEP,WIRE,5812,DEP ATM REF329745,USD,2023-11-03,174.17,2023-11-03
H000000286,A00000154,DEP,WIRE,5411,DEP ATM REF419916,USD,2023-11-03,96.24,2023-11-03
H000000287,A00000163,CHG,ACH,5912,CHG MOBILE REF216726,USD,2023-11-03,12,2023-11-03
H000000288,A00000170,WDR,BRANCH,5812,WDR ATM REF994017,USD,2023-11-03,135.96,2023-11-04
H000000289,A00000174,FEE,WIRE,5411,FEE POS REF566520,USD,2023-11-03,3,2023-11-03
H000000290,A00000176,ADJ,MOBILE,4900,ADJ BRANCH REF290775,USD,2023-11-03,-127.18,2023-11-03
H000000291,A00000176,WDR,MOBILE,5812,WDR ACH REF480171,USD,2023-11-03,56.92,2023-11-03
H000000292,A00000181,CHG,WIRE,5411,CHG ATM REF391359,USD,2023-11-03,9.95,2023-11-03
H000000293,A00000181,INT,POS,5541,INT BRANCH REF804349,USD,2023-11-03,127.24,2023-11-03
H000000294,A00000181,PMT,WIRE,5541,PMT ONLINE REF570519,USD,2023-11-03,3127.29,2023-11-04
H000000295,A00000184,TRF,MOBILE,7011,TRF ATM REF201270,USD,2023-11-03,-65.35,2023-11-03
H000000296,A00000189,TRF,ATM,5411,TRF POS REF593816,USD,2023-11-03,60.95,2023-11-03
H000000297,A00000190,INT,ONLINE,0000,INT ATM REF728375,USD,2023-11-03,98.83,2023-11-03
H000000298,A00000191,FEE,ACH,5912,FEE ATM REF925112,USD,2023-11-03,35,2023-11-03
H000000299,A00000191,WDR,BRANCH,5541,WDR POS REF984914,USD,2023-11-03,209.68,2023-11-03
H000000300,A00000197,INT,ATM,7011,INT POS REF967847,USD,2023-11-03,67.9,2023-11-03
H000000301,A00000199,CHG,POS,7011,CHG ACH REF971060,USD,2023-11-03,3,2023-11-03
H000000302,A00000200,WDR,POS,5411,WDR ACH REF385517,USD,2023-11-03,16.12,2023-11-03
H000000303,A00000200,WDR,BRANCH,5541,WDR POS REF899173,USD,2023-11-03,28.35,2023-11-03
H000000304,A00000202,PMT,BRANCH,5541,PMT BRANCH REF967662,USD,2023-11-03,1132.96,2023-11-03
H000000305,A00000204,PMT,BRANCH,5541,PMT ONLINE REF445921,USD,2023-11-03,1434.78,2023-11-03
H000000306,A00000209,DEP,WIRE,5541,DEP ONLINE REF975206,USD,2023-11-03,237.18,2023-11-03
H000000307,A00000212,CHG,BRANCH,5411,CHG BRANCH REF702095,USD,2023-11-03,12,2023-11-03
H000000308,A00000212,PMT,MOBILE,7011,PMT ONLINE REF735189,USD,2023-11-03,141.74,2023-11-03
H000000309,A00000212,PMT,ATM,5411,PMT MOBILE REF342671,USD,2023-11-03,338.13,2023-11-03
H000000310,A00000213,CHG,ATM,5541,CHG MOBILE REF946263,USD,2023-11-03,9.95,2023-11-03
H000000311,A00000213,CHG,WIRE,5912,CHG BRANCH REF701045,USD,2023-11-03,9.95,2023-11-03
H000000312,A00000216,FEE,ONLINE,5912,FEE MOBILE REF329127,USD,2023-11-03,3,2023-11-03
H000000313,A00000216,DEP,MOBILE,5912,DEP MOBILE REF166475,USD,2023-11-03,62.67,2023-11-03
H000000314,A00000216,TRF,POS,5912,TRF BRANCH REF175448,USD,2023-11-03,184.26,2023-11-03
H000000315,A00000219,PMT,ATM,5541,PMT ONLINE REF887771,USD,2023-11-03,2399.99,2023-11-03
H000000316,A00000219,CHG,MOBILE,5912,CHG ATM REF177718,USD,2023-11-03,12,2023-11-03
H000000317,A00000220,PMT,WIRE,5812,PMT BRANCH REF802923,USD,2023-11-03,1438.22,2023-11-03
H000000318,A00000220,CHG,ACH,5812,CHG ONLINE REF165032,USD,2023-11-03,3,2023-11-03
H000000319,A00000220,PMT,MOBILE,5912,PMT BRANCH REF157516,USD,2023-11-03,849.59,2023-11-03
H000000320,A00000224,PMT,ACH,5411,PMT ACH REF906268,USD,2023-11-03,571.78,2023-11-03
H000000321,A00000233,TRF,WIRE,5912,TRF MOBILE REF192786,USD,2023-11-03,-145.5,2023-11-03
H000000322,A00000233,WDR,ATM,5812,WDR ACH REF519257,USD,2023-11-03,123.38,2023-11-03
H000000323,A00000237,INT,ONLINE,5541,INT ONLINE REF409510,USD,2023-11-03,126.5,2023-11-03
H000000324,A00000241,TRF,ACH,5411,TRF MOBILE REF780807,USD,2023-11-03,-1.05,2023-11-03
H000000325,A00000243,WDR,ATM,5812,WDR ACH REF905235,USD,2023-11-03,173.75,2023-11-03
H000000326,A00000250,PMT,ACH,6011,PMT POS REF212965,USD,2023-11-03,1640.06,2023-11-04
H000000327,A00000252,PMT,WIRE,7011,PMT ATM REF982393,USD,2023-11-03,2861.37,2023-11-03
H000000328,A00000253,WDR,ATM,5411,WDR ACH REF146392,USD,2023-11-03,139.38,2023-11-03
H000000329,A00000253,FEE,ONLINE,5411,FEE BRANCH REF390743,USD,2023-11-03,9.95,2023-11-03
H000000330,A00000257,FEE,WIRE,4900,FEE MOBILE REF591122,USD,2023-11-03,3,2023-11-03
H000000331,A00000265,INT,MOBILE,4900,INT ONLINE REF593141,USD,2023-11-03,11.92,2023-11-03
H000000332,A00000270,INT,WIRE,4900,INT WIRE REF363047,USD,2023-11-03,54.78,2023-11-03
H000000333,A00000270,PMT,ATM,0000,PMT MOBILE REF693213,USD,2023-11-03,1265.3,2023-11-04
H000000334,A00000271,TRF,ATM,0000,TRF WIRE REF919805,USD,2023-11-03,35.43,2023-11-03
H000000335,A00000275,CHG,POS,5541,CHG ONLINE REF771162,USD,2023-11-03,12,2023-11-03
H000000336,A00000275,CHG,WIRE,7011,CHG ONLINE REF105128,USD,2023-11-03,35,2023-11-03
H000000337,A00000278,DEP,ONLINE,5411,DEP ONLINE REF222479,USD,2023-11-03,45,2023-11-03
H000000338,A00000279,INT,MOBILE,0000,INT ACH REF368585,USD,2023-11-03,47.49,2023-11-04
H000000339,A00000280,PMT,WIRE,5411,PMT ONLINE REF129999,USD,2023-11-03,951.82,2023-11-03
H000000340,A00000280,CHG,ATM,5812,CHG POS REF482676,USD,2023-11-03,25,2023-11-03
H000000341,A00000283,FEE,MOBILE,6011,FEE ONLINE REF379622,USD,2023-11-03,9.95,2023-11-03
H000000342,A00000286,WDR,POS,4900,WDR ONLINE REF110020,USD,2023-11-03,29.18,2023-11-03
H000000343,A00000290,FEE,ATM,7011,FEE ATM REF121150,USD,2023-11-03,35,2023-11-03
H000000344,A00000291,INT,POS,5912,INT BRANCH REF986104,USD,2023-11-03,110.7,2023-11-03
H000000345,A00000291,DEP,MOBILE,5812,DEP POS REF477852,USD,2023-11-03,6.07,2023-11-03
H000000346,A00000294,PMT,WIRE,5912,PMT ONLINE REF120705,USD,2023-11-03,351.88,2023-11-03
H000000347,A00000294,PMT,ATM,4900,PMT BRANCH REF422689,USD,2023-11-03,465.4,2023-11-03
H000000348,A00000295,WDR,BRANCH,7011,WDR ONLINE REF131165,USD,2023-11-03,158.51,2023-11-04
H000000349,A00000295,WDR,ACH,6011,WDR MOBILE REF166650,USD,2023-11-03,11.96,2023-11-03
H000000350,A00000299,WDR,ONLINE,0000,WDR POS REF375273,USD,2023-11-03,258.42,2023-11-03
H000000351,A00000301,CHG,ACH,5411,CHG ONLINE REF499145,USD,2023-11-03,9.95,2023-11-03
H000000352,A00000303,WDR,WIRE,5411,WDR POS REF667240,USD,2023-11-03,31.62,2023-11-03
H000000353,A00000304,CHG,ATM,5541,CHG ONLINE REF132081,USD,2023-11-03,3,2023-11-03
H000000354,A00000305,CHG,ATM,5912,CHG MOBILE REF870413,USD,2023-11-03,35,2023-11-03
H000000355,A00000305,REF,ONLINE,5411,REF POS REF498980,USD,2023-11-03,1009.76,2023-11-03
H000000356,A00000308,DEP,BRANCH,5541,DEP POS REF383947,USD,2023-11-03,3.39,2023-11-03
H000000357,A00000309,PMT,WIRE,6011,PMT POS REF106116,USD,2023-11-03,1522.96,2023-11-03
H000000358,A00000309,PMT,ATM,5912,PMT ACH REF188708,USD,2023-11-03,1421.37,2023-11-03
H000000359,A00000311,INT,ACH,4900,INT BRANCH REF562793,USD,2023-11-03,34.42,2023-11-03
H000000360,A00000312,CHG,WIRE,5812,CHG ACH REF648252,USD,2023-11-03,3,2023-11-03
H000000361,A00000313,WDR,POS,0000,WDR MOBILE REF499412,USD,2023-11-03,427.24,2023-11-03
H000000362,A00000321,TRF,ONLINE,5812,TRF ONLINE REF893909,USD,2023-11-03,53.19,2023-11-03
H000000363,A00000324,CHG,BRANCH,6011,CHG ATM REF940740,USD,2023-11-03,12,2023-11-03
H000000364,A00000326,CHG,ATM,4900,CHG ONLINE REF948526,USD,2023-11-03,9.95,2023-11-03
H000000365,A00000326,PMT,WIRE,6011,PMT ACH REF425216,USD,2023-11-03,1124.4,2023-11-03
H000000366,A00000328,WDR,MOBILE,5411,WDR POS REF630006,USD,2023-11-03,24.53,2023-11-03
H000000367,A00000329,REF,ONLINE,0000,REF ATM REF626006,USD,2023-11-03,1420.59,2023-11-03
H000000368,A00000330,PMT,BRANCH,4900,PMT BRANCH REF147856,USD,2023-11-03,1198.72,2023-11-03
H000000369,A00000330,CHG,WIRE,7011,CHG MOBILE REF773903,USD,2023-11-03,9.95,2023-11-03
H000000370,A00000330,PMT,ATM,5541,PMT MOBILE REF944668,USD,2023-11-03,1574.31,2023-11-03
H000000371,A00000333,CHG,MOBILE,5541,CHG WIRE REF193079,USD,2023-11-03,12,2023-11-03
H000000372,A00000338,ADJ,MOBILE,5541,ADJ BRANCH REF610648,USD,2023-11-03,20.55,2023-11-04
H000000373,A00000338,WDR,ONLINE,7011,WDR BRANCH REF409514,USD,2023-11-03,923.38,2023-11-03
H000000374,A00000339,CHG,POS,5912,CHG ATM REF437340,USD,2023-11-03,25,2023-11-03
H000000375,A00000343,WDR,WIRE,4900,WDR POS REF620085,USD,2023-11-03,214.13,2023-11-04
H000000376,A00000344,CHG,WIRE,0000,CHG ATM REF228152,USD,2023-11-03,25,2023-11-03
H000000377,A00000347,WDR,BRANCH,5411,WDR BRANCH REF609115,USD,2023-11-03,173.19,2023-11-04
H000000378,A00000347,WDR,POS,6011,WDR ONLINE REF119243,USD,2023-11-03,147.72,2023-11-03
H000000379,A00000348,CHG,BRANCH,0000,CHG BRANCH REF972906,USD,2023-11-03,25,2023-11-03
H000000380,A00000348,CHG,ACH,5912,CHG ACH REF874296,USD,2023-11-03,25,2023-11-03
H000000381,A00000350,CHG,ONLINE,7011,CHG ACH REF627849,USD,2023-11-03,12,2023-11-03
H000000382,A00000351,FEE,POS,5812,FEE ONLINE REF246569,USD,2023-11-03,12,2023-11-03
H000000383,A00000353,TRF,WIRE,7011,TRF ONLINE REF358500,USD,2023-11-03,-25.17,2023-11-03
H000000384,A00000353,INT,MOBILE,5912,INT ACH REF681032,USD,2023-11-03,151.92,2023-11-03
H000000385,A00000356,WDR,BRANCH,6011,WDR POS REF752095,USD,2023-11-03,20.63,2023-11-03
H000000386,A00000359,PMT,ONLINE,5812,PMT ONLINE REF361458,USD,2023-11-03,260.17,2023-11-04
H000000387,A00000361,CHG,MOBILE,5411,CHG ONLINE REF273598,USD,2023-11-03,25,2023-11-03
H000000388,A00000361,PMT,WIRE,4900,PMT MOBILE REF914097,USD,2023-11-03,1233.29,2023-11-03
H000000389,A00000365,WDR,WIRE,4900,WDR POS REF407883,USD,2023-11-03,42.07,2023-11-03
H000000390,A00000375,PMT,WIRE,5812,PMT BRANCH REF538559,USD,2023-11-03,1058.76,2023-11-03
H000000391,A00000385,WDR,POS,5541,WDR BRANCH REF155303,USD,2023-11-03,199.98,2023-11-03
H000000392,A00000387,CHG,MOBILE,6011,CHG MOBILE REF166617,USD,2023-11-03,3,2023-11-03
H000000393,A00000389,WDR,BRANCH,5411,WDR WIRE REF707884,USD,2023-11-03,116.33,2023-11-04
H000000394,A00000389,INT,POS,5912,INT WIRE REF401226,USD,2023-11-03,139.26,2023-11-03
H000000395,A00000390,WDR,ACH,7011,WDR POS REF675443,USD,2023-11-03,363.99,2023-11-03
H000000396,A00000397,CHG,ACH,7011,CHG POS REF446050,USD,2023-11-03,35,2023-11-03
H000000397,A00000400,PMT,ACH,4900,PMT BRANCH REF903301,USD,2023-11-03,1829.54,2023-11-03
H000000398,A00000400,REF,POS,5912,REF ACH REF521483,USD,2023-11-03,1185.44,2023-11-03
H000000399,A00000400,PMT,ONLINE,5411,PMT ATM REF320766,USD,2023-11-03,2673.04,2023-11-03
H000000400,A00000401,TRF,POS,5411,TRF BRANCH REF718803,USD,2023-11-03,135.2,2023-11-03
H000000401,A00000404,CHG,ATM,4900,CHG WIRE REF520979,USD,2023-11-03,3,2023-11-03
H000000402,A00000406,ADJ,POS,5912,ADJ ACH REF369530,USD,2023-11-03,-252.03,2023-11-03
H000000403,A00000407,FEE,MOBILE,5912,FEE ONLINE REF639408,USD,2023-11-03,25,2023-11-03
H000000404,A00000415,CHG,ATM,5541,CHG ONLINE REF225624,USD,2023-11-03,25,2023-11-03
H000000405,A00000415,INT,POS,4900,INT BRANCH REF921405,USD,2023-11-03,139.74,2023-11-03
H000000406,A00000420,PMT,MOBILE,5411,PMT MOBILE REF170771,USD,2023-11-03,1296.53,2023-11-04
H000000407,A00000427,WDR,WIRE,7011,WDR POS REF897169,USD,2023-11-03,48.84,2023-11-03
H000000408,A00000428,INT,POS,0000,INT ATM REF840703,USD,2023-11-03,155.91,2023-11-03
H000000409,A00000429,CHG,WIRE,5541,CHG ONLINE REF229366,USD,2023-11-03,3,2023-11-03
H000000410,A00000430,WDR,ATM,5912,WDR WIRE REF689867,USD,2023-11-03,161.17,2023-11-03
H000000411,A00000432,WDR,ACH,5912,WDR WIRE REF100396,USD,2023-11-03,103.54,2023-11-03
H000000412,A00000434,WDR,WIRE,5812,WDR MOBILE REF193572,USD,2023-11-03,48.87,2023-11-03
H000000413,A00000434,TRF,ACH,0000,TRF WIRE REF602231,USD,2023-11-03,9.14,2023-11-03
H000000414,A00000436,WDR,ACH,4900,WDR ATM REF979426,USD,2023-11-03,191.01,2023-11-03
H000000415,A00000436,DEP,ATM,7011,DEP BRANCH REF804022,USD,2023-11-03,308.88,2023-11-03
H000000416,A00000439,CHG,POS,4900,CHG MOBILE REF538629,USD,2023-11-03,35,2023-11-04
H000000417,A00000446,WDR,WIRE,7011,WDR MOBILE REF990586,USD,2023-11-03,11.72,2023-11-03
H000000418,A00000448,PMT,MOBILE,6011,PMT ACH REF301002,USD,2023-11-03,2490.93,2023-11-03
H000000419,A00000450,CHG,ONLINE,0000,CHG MOBILE REF155819,USD,2023-11-03,9.95,2023-11-03
H000000420,A00000450,INT,WIRE,5541,INT ATM REF807906,USD,2023-11-03,18.82,2023-11-03
H000000421,A00000451,FEE,ONLINE,5541,FEE ATM REF801403,USD,2023-11-03,25,2023-11-03
H000000422,A00000456,CHG,MOBILE,7011,CHG ONLINE REF842347,USD,2023-11-03,3,2023-11-03
H000000423,A00000457,FEE,ACH,7011,FEE ONLINE REF390606,USD,2023-11-03,35,2023-11-04
H000000424,A00000459,DEP,ATM,7011,DEP BRANCH REF694840,USD,2023-11-03,113.37,2023-11-04
H000000425,A00000459,WDR,ONLINE,5912,WDR WIRE REF821843,USD,2023-11-03,99.32,2023-11-03
H000000426,A00000461,PMT,MOBILE,5812,PMT BRANCH REF327297,USD,2023-11-03,1335.35,2023-11-03
H000000427,A00000461,CHG,BRANCH,5912,CHG ACH REF854951,USD,2023-11-03,35,2023-11-04
H000000428,A00000462,REV,ATM,6011,REV ONLINE REF511866,USD,2023-11-03,204.56,2023-11-03
H000000429,A00000462,WDR,ATM,6011,WDR BRANCH REF210379,USD,2023-11-03,5.02,2023-11-03
H000000430,A00000464,PMT,ONLINE,0000,PMT ACH REF725337,USD,2023-11-03,1113.13,2023-11-03
H000000431,A00000468,WDR,ATM,4900,WDR ONLINE REF410483,USD,2023-11-03,37.33,2023-11-03
H000000432,A00000478,FEE,WIRE,5812,FEE BRANCH REF720050,USD,2023-11-03,12,2023-11-03
H000000433,A00000484,WDR,ATM,5912,WDR ONLINE REF735053,USD,2023-11-03,71.62,2023-11-03
H000000434,A00000001,PMT,ONLINE,5812,PMT ACH REF347973,USD,2023-11-04,765.38,2023-11-05
H000000435,A00000001,CHG,BRANCH,5411,CHG POS REF301039,USD,2023-11-04,12,2023-11-04
H000000436,A00000002,DEP,BRANCH,5912,DEP MOBILE REF870677,USD,2023-11-04,68.46,2023-11-04
H000000437,A00000002,DEP,ATM,0000,DEP BRANCH REF867432,USD,2023-11-04,50.1,2023-11-04
H000000438,A00000008,FEE,ONLINE,7011,FEE ATM REF865161,USD,2023-11-04,35,2023-11-05
H000000439,A00000008,PMT,BRANCH,5411,PMT WIRE REF726692,USD,2023-11-04,1036.45,2023-11-04
H000000440,A00000009,DEP,ONLINE,6011,DEP MOBILE REF303998,USD,2023-11-04,30.05,2023-11-05
H000000441,A00000009,WDR,WIRE,4900,WDR POS REF198614,USD,2023-11-04,85.76,2023-11-05
H000000442,A00000011,PMT,BRANCH,5411,PMT WIRE REF986340,USD,2023-11-04,853.35,2023-11-05
H000000443,A00000011,CHG,POS,5812,CHG ACH REF186698,USD,2023-11-04,3,2023-11-04
H000000444,A00000016,WDR,ONLINE,5812,WDR ACH REF289987,USD,2023-11-04,7.26,2023-11-04
H000000445,A00000019,PMT,ATM,4900,PMT ONLINE REF553524,USD,2023-11-04,1900.74,2023-11-04
H000000446,A00000019,CHG,POS,6011,CHG BRANCH REF919017,USD,2023-11-04,25,2023-11-04
H000000447,A00000020,DEP,ONLINE,5411,DEP ACH REF211046,USD,2023-11-04,65.86,2023-11-04
H000000448,A00000021,PMT,BRANCH,5541,PMT ATM REF405967,USD,2023-11-04,1946.14,2023-11-05
H000000449,A00000021,CHG,BRANCH,5812,CHG POS REF366117,USD,2023-11-04,9.95,2023-11-04
H000000450,A00000022,DEP,WIRE,5541,DEP ONLINE REF924738,USD,2023-11-04,22.19,2023-11-05
H000000451,A00000026,PMT,POS,5912,PMT ONLINE REF129874,USD,2023-11-04,792.13,2023-11-04
H000000452,A00000033,CHG,ATM,5912,CHG WIRE REF627023,USD,2023-11-04,9.95,2023-11-04
H000000453,A00000034,TRF,ACH,5812,TRF MOBILE REF627222,USD,2023-11-04,-20.78,2023-11-04
H000000454,A00000034,DEP,ATM,5812,DEP BRANCH REF995825,USD,2023-11-04,206.63,2023-11-05
H000000455,A00000034,DEP,BRANCH,5541,DEP WIRE REF231219,USD,2023-11-04,31.17,2023-11-04
H000000456,A00000040,DEP,WIRE,7011,DEP BRANCH REF628513,USD,2023-11-04,459.17,2023-11-04
H000000457,A00000048,WDR,ATM,7011,WDR BRANCH REF611830,USD,2023-11-04,810.58,2023-11-04
H000000458,A00000049,PMT,POS,5812,PMT POS REF969038,USD,2023-11-04,3045.59,2023-11-04
H000000459,A00000052,CHG,MOBILE,0000,CHG MOBILE REF885274,USD,2023-11-04,3,2023-11-04
H000000460,A00000053,PMT,ONLINE,5912,PMT POS REF756532,USD,2023-11-04,2425.8,2023-11-04
H000000461,A00000054,PMT,WIRE,0000,PMT BRANCH REF639739,USD,2023-11-04,429.42,2023-11-05
H000000462,A00000059,PMT,POS,0000,PMT ATM REF544063,USD,2023-11-04,28.44,2023-11-04
H000000463,A00000060,FEE,MOBILE,4900,FEE BRANCH REF458121,USD,2023-11-04,35,2023-11-04
H000000464,A00000060,DEP,MOBILE,5541,DEP ONLINE REF943010,USD,2023-11-04,38.73,2023-11-04
H000000465,A00000060,WDR,MOBILE,5812,WDR ATM REF188621,USD,2023-11-04,244,2023-11-04
H000000466,A00000062,TRF,ATM,0000,TRF POS REF424264,USD,2023-11-04,92.06,2023-11-04
H000000467,A00000062,FEE,ACH,5541,FEE POS REF428027,USD,2023-11-04,3,2023-11-04
H000000468,A00000062,WDR,WIRE,6011,WDR BRANCH REF548658,USD,2023-11-04,19.98,2023-11-04
H000000469,A00000066,INT,POS,6011,INT ATM REF892680,USD,2023-11-04,200.85,2023-11-05
H000000470,A00000067,ADJ,ONLINE,6011,ADJ BRANCH REF719046,USD,2023-11-04,-2034.91,2023-11-04
H000000471,A00000082,WDR,WIRE,6011,WDR WIRE REF782348,USD,2023-11-04,87.26,2023-11-05
H000000472,A00000085,PMT,BRANCH,5812,PMT WIRE REF420202,USD,2023-11-04,1396.29,2023-11-04
H000000473,A00000085,CHG,POS,4900,CHG WIRE REF854806,USD,2023-11-04,25,2023-11-05
H000000474,A00000087,TRF,POS,0000,TRF BRANCH REF419158,USD,2023-11-04,-133.71,2023-11-04
H000000475,A00000089,INT,POS,5812,INT POS REF482802,USD,2023-11-04,57.12,2023-11-05
H000000476,A00000089,PMT,BRANCH,5541,PMT ATM REF379218,USD,2023-11-04,2005.97,2023-11-04
H000000477,A00000097,PMT,POS,5541,PMT ONLINE REF275868,USD,2023-11-04,1301.1,2023-11-04
H000000478,A00000098,WDR,ATM,4900,WDR ONLINE REF160140,USD,2023-11-04,140.83,2023-11-04
H000000479,A00000098,TRF,ONLINE,5812,TRF POS REF393457,USD,2023-11-04,-95.17,2023-11-04
H000000480,A00000099,REF,WIRE,4900,REF ACH REF738642,USD,2023-11-04,999.9,2023-11-04
H000000481,A00000102,TRF,POS,5912,TRF MOBILE REF544482,USD,2023-11-04,182.89,2023-11-04
H000000482,A00000103,PMT,WIRE,7011,PMT BRANCH REF195896,USD,2023-11-04,1231.43,2023-11-04
H000000483,A00000104,REF,ACH,5912,REF ACH REF182649,USD,2023-11-04,638.1,2023-11-04
H000000484,A00000104,CHG,ACH,7011,CHG WIRE REF173714,USD,2023-11-04,25,2023-11-04
H000000485,A00000105,CHG,ATM,5541,CHG WIRE REF341842,USD,2023-11-04,12,2023-11-04
H000000486,A00000113,TRF,ONLINE,5411,TRF ATM REF252480,USD,2023-11-04,62.63,2023-11-04
H000000487,A00000113,WDR,BRANCH,5411,WDR ONLINE REF354408,USD,2023-11-04,66.19,2023-11-04
H000000488,A00000113,WDR,BRANCH,5541,WDR WIRE REF242400,USD,2023-11-04,46.75,2023-11-04
H000000489,A00000117,DEP,WIRE,5912,DEP BRANCH REF187720,USD,2023-11-04,117.73,2023-11-04
H000000490,A00000118,INT,MOBILE,6011,INT ACH REF109073,USD,2023-11-04,173.96,2023-11-04
H000000491,A00000118,WDR,ACH,5541,WDR WIRE REF708566,USD,2023-11-04,27.3,2023-11-04
H000000492,A00000120,DEP,ACH,5912,DEP ACH REF304599,USD,2023-11-04,9.21,2023-11-04
H000000493,A00000124,PMT,ATM,6011,PMT BRANCH REF961328,USD,2023-11-04,3156.2,2023-11-05
H000000494,A00000124,CHG,WIRE,4900,CHG WIRE REF801065,USD,2023-11-04,12,2023-11-04
H000000495,A00000125,WDR,BRANCH,7011,WDR ONLINE REF152398,USD,2023-11-04,58.79,2023-11-05
H000000496,A00000125,DEP,ATM,0000,DEP ONLINE REF630630,USD,2023-11-04,22.27,2023-11-04
H000000497,A00000125,WDR,WIRE,5812,WDR MOBILE REF994324,USD,2023-11-04,1292.2,2023-11-04
H000000498,A00000128,TRF,BRANCH,4900,TRF ACH REF126130,USD,2023-11-04,70.93,2023-11-04
H000000499,A00000132,WDR,ATM,5912,WDR ACH REF356612,USD,2023-11-04,39.28,2023-11-04
H000000500,A00000133,DEP,ONLINE,5411,DEP ACH REF170382,USD,2023-11-04,442.77,2023-11-04
H000000501,A00000134,PMT,ATM,5912,PMT BRANCH REF687011,USD,2023-11-04,9.21,2023-11-04
H000000502,A00000138,DEP,ATM,5812,DEP ACH REF602289,USD,2023-11-04,479.91,2023-11-05
H000000503,A00000138,WDR,POS,5541,WDR POS REF577060,USD,2023-11-04,363.97,2023-11-04
H000000504,A00000139,FEE,WIRE,5411,FEE WIRE REF991231,USD,2023-11-04,3,2023-11-05
H000000505,A00000139,INT,BRANCH,5812,INT MOBILE REF105765,USD,2023-11-04,186.42,2023-11-04
H000000506,A00000143,WDR,ACH,0000,WDR ATM REF147784,USD,2023-11-04,8.57,2023-11-05
H000000507,A00000144,DEP,POS,5812,DEP ACH REF759757,USD,2023-11-04,88.58,2023-11-05
H000000508,A00000152,DEP,BRANCH,4900,DEP ONLINE REF640123,USD,2023-11-04,19.68,2023-11-05
H000000509,A00000152,DEP,ONLINE,5912,DEP ACH REF212900,USD,2023-11-04,89.1,2023-11-04
H000000510,A00000154,DEP,MOBILE,4900,DEP MOBILE REF378828,USD,2023-11-04,1761.72,2023-11-04
H000000511,A00000159,DEP,MOBILE,5812,DEP BRANCH REF354774,USD,2023-11-04,205.65,2023-11-04
H000000512,A00000160,WDR,POS,5912,WDR POS REF688398,USD,2023-11-04,46.11,2023-11-04
